content	label
Hi I am looking to get some info on the aylesbray lodge guest house	not
Can you find me a restaurant with a moderate price range?	not
I am looking for a hotel called Warkworth House.	not
Hi, can you help me locate a hotel named City Centre B and B. Really looking forward to trying different restaurants.	not
I need a two star room, free parking included.	not
Hello, I'd like to stay in a two star guesthouse. Know of anything good?	not
I'm hoping you can help me find a restaurant.	not
Can you help me find a hotel in Cambridge, preferably with free wi-fi, please?	not
Hello, I am looking for a Malaysian restaurant on the north side of town.	area
Sure, can you help me find a particular hotel?	not
Yes I am looking for a hotel on the North side of town. I am not needing parking.	area
Hello, can you recommend a 4-star hotel with free parking, please?	not
Hi! Could you please help me find a good hotel? I'd like it to be on the north end of town.	area
i need a place to stay.	not
I am looking for a moderately priced place to stay with free wifi.	not
I'm looking for a restaurant, somewhere not too expensive, but not bottom of the barrel either, something in the mid range.	not
Can you give me some information on the Alpha Milton guesthouse?	area
I am looking for a restaurant. The restaurant should be in the moderate price range and should be in the centre	area
I am looking for a cheap place to stay that includes free parking.	not
I am looking for a 3 star hotel that has free wifi	not
Where can I find the galleria restaurant?	not
I'm trying to find an expensive restaurant in the centre of town.	area
I'm looking for a place to dine that serves welsh food.	not
I am looking for an expensive restaurant serving mediterranean food.	not
In the west part of town, are there any upscale pricey restaurants?	area
Thank you.I am looking for a guest house .I am also looking for one that is rather cheap.	not
Hi, I want a French restaurant in the expensive price range.	not
Hi, I'm looking for a Basque restaurant in the west part of town.	area
I am looking for an expensive 4 star hotel.	not
I be traveling to Cambridge and can't wait to try the restaurants, but could you help me with a finding a hotel?	not
Hello, please find me a place to dine in the north area that serves polish food.	area
I am looking for a restaurant. The restaurant should be in the centre and should serve persian food	area
I would like a moderately priced Indian food please.	not
Hi, I'm looking for an expensive restaurant that serves kosher food.	not
I need a four star room, free parking too.	not
I am looking for a place to dine. The restaurant should be in the west and should be in the cheap price range	area
Have you ever heard of the hotel Avalon?	not
I am looking for a restaurant called the Slug and Lettuce.	not
I need help finding a particular hotel.	not
Hi, I am planning a trip. Have you heard of a particular hotel? I think it is called the Carolina Bed and Breakfast.	not
Hello, I'd like some information on a restaurant in the centre.	area
I'm looking for a 3 star lodging with free parking.	not
I'd really like to find a moderately priced guesthouse.	not
Is there a cheap restaurant in the north part of town?	area
I'm looking for a place to stay in the north that has free wifi.	area
i need to eat australian food in a place that is expensive	not
I'd like to find a restaurant. The restaurant should be expensive in price, only the finest in food. Also, I'd like it if the restaurant was in the centre of town.	area
Hello Cambridge Towninfo Center representative. I desire a place to stay that 5 stars, cheap and includes free wifi. Can you help?	not
I'm just needing a place to stay.	not
I'm looking for a cheap place to stay that has free parking.	not
I am looking for a place to stay and it should include free wifi and free parking.	not
I'm looking for a guesthouse. But I won't have a car with me, so I don't need any rigamarole with "free" parking.	not
I'm looking for a place to stay, maybe a guesthouse in the moderate price range.	not
Hello. I am looking for a hotel that is cheap and also has a 2 star rating.	not
Yes, I'd like some information on finding a particular restaurant. The restaurant should serve a variety of Jamaican food and ideally I'd like it to be located in the south please.	area
I need to find an expensive restaurant on the north side.	area
Can you help me with some information on a restaurant called luca cucina and bar?	not
Are there any hotels (not guesthouses) that have 0 stars?	not
I want to find a hotel in the moderate price range. I don't need free parking.	not
